asset_id,asset_type,name,location,progress,criticality,priority,status
456,Pipeline,"Mylapore Pipeline","Mylapore",20,55,202,"Severely Damaged"
457,Pipeline,"Porur Pipeline","Porur",32,34,394,"Maintenance"
458,Road,"Sholinganallur Road","Sholinganallur",58,76,176,"Severely Damaged"
459,Street Light,"T Nagar Street Light","T Nagar",88,20,587,"Faulty"
460,Drainage,"Guindy Drainage","Guindy",6,36,299,"Faulty"
461,Bridge,"Nungambakkam Bridge","Nungambakkam",83,54,408,"Severely Damaged"
462,Road,"Nungambakkam Road","Nungambakkam",85,59,376,"Severely Damaged"
463,Road,"Sholinganallur Road","Sholinganallur",89,42,487,"Severely Damaged"
464,Bridge,"Kolathur Bridge","Kolathur",17,29,384,"Faulty"
465,Traffic Light,"Adyar Traffic Light","Adyar",94,86,208,"Severely Damaged"
466,Road,"Kilpauk Road","Kilpauk",61,52,352,"Operational"
467,Road,"Velachery Road","Velachery",45,74,157,"Operational"
468,Pipeline,"Thiruvanmiyur Pipeline","Thiruvanmiyur",33,44,321,"Severely Damaged"
469,Pipeline,"Avadi Pipeline","Avadi",2,13,440,"Faulty"
470,Road,"Egmore Road","Egmore",79,74,248,"Faulty"
471,Road,"Adyar Road","Adyar",44,30,445,"Severely Damaged"
472,Pipeline,"Sholinganallur Pipeline","Sholinganallur",3,63,111,"Under Repair"
473,Road,"Tondiarpet Road","Tondiarpet",47,32,441,"Under Repair"
474,Road,"Saidapet Road","Saidapet",80,34,519,"Under Repair"
475,Bridge,"Besant Nagar Bridge","Besant Nagar",95,41,514,"Severely Damaged"
476,Drainage,"Porur Drainage","Porur",72,90,129,"Faulty"
477,Pipeline,"Tambaram Pipeline","Tambaram",32,54,245,"Operational"
478,Traffic Light,"Avadi Traffic Light","Avadi",43,88,57,"Under Repair"
479,Road,"Sholinganallur Road","Sholinganallur",56,95,52,"Under Repair"
480,Drainage,"Washermanpet Drainage","Washermanpet",39,36,403,"Faulty"
481,Street Light,"Triplicane Street Light","Triplicane",72,12,590,"Maintenance"
482,Pipeline,"Adyar Pipeline","Adyar",80,61,346,"Operational"
483,Road,"Medavakkam Road","Medavakkam",42,83,84,"Faulty"
484,Bridge,"Mogappair Bridge","Mogappair",69,24,547,"Severely Damaged"
485,Street Light,"Velachery Street Light","Velachery",59,60,291,"Maintenance"
486,Drainage,"Egmore Drainage","Egmore",74,39,466,"Under Repair"
487,Road,"Kolathur Road","Kolathur",83,13,594,"Operational"
488,Road,"Washermanpet Road","Washermanpet",28,56,220,"Severely Damaged"
489,Traffic Light,"Triplicane Traffic Light","Triplicane",4,65,95,"Severely Damaged"
490,Traffic Light,"Perambur Traffic Light","Perambur",40,79,110,"Maintenance"
491,Traffic Light,"Pallavaram Traffic Light","Pallavaram",23,28,410,"Maintenance"
492,Traffic Light,"Washermanpet Traffic Light","Washermanpet",15,28,386,"Operational"
493,Drainage,"Thiruvanmiyur Drainage","Thiruvanmiyur",5,25,373,"Under Repair"
494,Drainage,"Mylapore Drainage","Mylapore",67,46,414,"Faulty"
495,Street Light,"Tambaram Street Light","Tambaram",100,98,153,"Maintenance"
496,Street Light,"Adyar Street Light","Adyar",41,37,401,"Operational"
497,Road,"Kilpauk Road","Kilpauk",77,52,404,"Operational"
498,Drainage,"T Nagar Drainage","T Nagar",53,22,524,"Maintenance"
499,Drainage,"Guindy Drainage","Guindy",98,36,549,"Maintenance"
500,Road,"Porur Road","Porur",81,94,127,"Severely Damaged"
501,Drainage,"Mylapore Drainage","Mylapore",60,41,427,"Maintenance"
502,Road,"Perambur Road","Perambur",12,17,442,"Operational"
503,Road,"Velachery Road","Velachery",98,43,507,"Maintenance"
504,Road,"Thiruvanmiyur Road","Thiruvanmiyur",88,92,163,"Under Repair"
505,Drainage,"Saidapet Drainage","Saidapet",82,92,143,"Severely Damaged"
506,Street Light,"Pallavaram Street Light","Pallavaram",44,88,62,"Operational"
507,Street Light,"Washermanpet Street Light","Washermanpet",22,74,86,"Maintenance"
508,Road,"Triplicane Road","Triplicane",53,38,428,"Operational"
509,Bridge,"Avadi Bridge","Avadi",18,75,72,"Severely Damaged"
510,Bridge,"T Nagar Bridge","T Nagar",48,63,232,"Maintenance"
511,Road,"Besant Nagar Road","Besant Nagar",4,16,429,"Severely Damaged"
512,Street Light,"Mogappair Street Light","Mogappair",3,93,1,"Severely Damaged"
513,Traffic Light,"Medavakkam Traffic Light","Medavakkam",29,79,77,"Maintenance"
514,Bridge,"Kilpauk Bridge","Kilpauk",74,41,455,"Operational"
515,Drainage,"Perambur Drainage","Perambur",18,52,217,"Maintenance"
516,Street Light,"Alwarpet Street Light","Alwarpet",47,44,366,"Maintenance"
517,Road,"Royapettah Road","Royapettah",25,81,53,"Maintenance"
518,Street Light,"Besant Nagar Street Light","Besant Nagar",49,17,540,"Severely Damaged"
519,Road,"Pallavaram Road","Pallavaram",62,77,180,"Severely Damaged"
520,Pipeline,"Kolathur Pipeline","Kolathur",35,11,539,"Under Repair"
521,Street Light,"Kilpauk Street Light","Kilpauk",72,97,78,"Faulty"
522,Pipeline,"Adyar Pipeline","Adyar",59,56,316,"Maintenance"
523,Road,"Alwarpet Road","Alwarpet",76,69,277,"Faulty"
524,Road,"Pallavaram Road","Pallavaram",60,37,444,"Maintenance"
525,Road,"Alwarpet Road","Alwarpet",93,51,446,"Maintenance"
526,Pipeline,"Sholinganallur Pipeline","Sholinganallur",89,38,518,"Severely Damaged"
527,Pipeline,"Pallavaram Pipeline","Pallavaram",23,39,326,"Faulty"
528,Bridge,"Kilpauk Bridge","Kilpauk",52,26,489,"Operational"
529,Traffic Light,"Triplicane Traffic Light","Triplicane",69,29,522,"Severely Damaged"
530,Pipeline,"T Nagar Pipeline","T Nagar",36,11,542,"Maintenance"
531,Pipeline,"Ambattur Pipeline","Ambattur",60,88,106,"Severely Damaged"
532,Bridge,"Sholinganallur Bridge","Sholinganallur",38,79,100,"Maintenance"
533,Street Light,"Pallavaram Street Light","Pallavaram",36,31,426,"Operational"
534,Road,"Thiruvanmiyur Road","Thiruvanmiyur",86,77,246,"Under Repair"
535,Road,"Saidapet Road","Saidapet",51,16,548,"Faulty"
536,Traffic Light,"Sholinganallur Traffic Light","Sholinganallur",64,13,577,"Operational"
537,Drainage,"Besant Nagar Drainage","Besant Nagar",28,42,319,"Under Repair"
538,Traffic Light,"Kodambakkam Traffic Light","Kodambakkam",18,85,25,"Operational"
539,Bridge,"Adyar Bridge","Adyar",57,15,563,"Faulty"
540,Drainage,"Chromepet Drainage","Chromepet",87,80,229,"Faulty"
541,Road,"Medavakkam Road","Medavakkam",84,30,550,"Faulty"
542,Pipeline,"Tondiarpet Pipeline","Tondiarpet",70,38,461,"Faulty"
543,Traffic Light,"Porur Traffic Light","Porur",41,55,268,"Operational"
544,Road,"Perambur Road","Perambur",51,17,543,"Operational"
545,Traffic Light,"Porur Traffic Light","Porur",92,80,242,"Under Repair"
546,Road,"Egmore Road","Egmore",87,63,353,"Under Repair"
547,Street Light,"Nungambakkam Street Light","Nungambakkam",61,10,583,"Faulty"
548,Traffic Light,"Kodambakkam Traffic Light","Kodambakkam",88,34,538,"Severely Damaged"
549,Drainage,"Kilpauk Drainage","Kilpauk",60,95,58,"Maintenance"
550,Street Light,"Mylapore Street Light","Mylapore",81,24,567,"Maintenance"
551,Pipeline,"Guindy Pipeline","Guindy",100,29,575,"Severely Damaged"
552,Pipeline,"Tambaram Pipeline","Tambaram",19,78,56,"Severely Damaged"
553,Pipeline,"Kolathur Pipeline","Kolathur",34,53,262,"Under Repair"
554,Street Light,"Royapettah Street Light","Royapettah",77,54,390,"Severely Damaged"
555,Traffic Light,"Avadi Traffic Light","Avadi",56,72,193,"Maintenance"
556,Road,"Tondiarpet Road","Tondiarpet",18,77,59,"Severely Damaged"
557,Pipeline,"Tambaram Pipeline","Tambaram",83,80,213,"Maintenance"
558,Street Light,"Triplicane Street Light","Triplicane",73,49,412,"Severely Damaged"
559,Drainage,"Anna Nagar Drainage","Anna Nagar",73,16,580,"Operational"
560,Pipeline,"Saidapet Pipeline","Saidapet",62,99,46,"Operational"
561,Street Light,"Mogappair Street Light","Mogappair",32,38,363,"Operational"
562,Road,"Medavakkam Road","Medavakkam",72,82,177,"Faulty"
563,Road,"Egmore Road","Egmore",33,22,462,"Operational"
564,Drainage,"Medavakkam Drainage","Medavakkam",95,47,470,"Maintenance"
565,Bridge,"Thiruvanmiyur Bridge","Thiruvanmiyur",99,36,551,"Faulty"
566,Road,"Triplicane Road","Triplicane",16,77,54,"Severely Damaged"
567,Traffic Light,"Sholinganallur Traffic Light","Sholinganallur",66,90,112,"Under Repair"
568,Street Light,"Thiruvanmiyur Street Light","Thiruvanmiyur",86,71,294,"Severely Damaged"
569,Bridge,"Medavakkam Bridge","Medavakkam",83,81,210,"Operational"
570,Street Light,"Medavakkam Street Light","Medavakkam",86,61,364,"Under Repair"
571,Street Light,"Chromepet Street Light","Chromepet",12,58,168,"Severely Damaged"
572,Road,"Kodambakkam Road","Kodambakkam",89,14,597,"Maintenance"
573,Traffic Light,"Perambur Traffic Light","Perambur",5,59,144,"Faulty"
574,Pipeline,"Medavakkam Pipeline","Medavakkam",15,23,422,"Maintenance"
575,Traffic Light,"Alwarpet Traffic Light","Alwarpet",46,65,211,"Faulty"
576,Bridge,"Mogappair Bridge","Mogappair",86,89,173,"Faulty"
577,Bridge,"Kilpauk Bridge","Kilpauk",16,44,270,"Under Repair"
578,Road,"Perambur Road","Perambur",92,76,276,"Faulty"
579,Pipeline,"Chromepet Pipeline","Chromepet",91,99,122,"Faulty"
580,Pipeline,"Chromepet Pipeline","Chromepet",29,23,450,"Under Repair"
581,Road,"Sholinganallur Road","Sholinganallur",80,29,544,"Severely Damaged"
582,Bridge,"T Nagar Bridge","T Nagar",65,77,188,"Severely Damaged"
583,Street Light,"Royapettah Street Light","Royapettah",0,36,282,"Maintenance"
584,Street Light,"Guindy Street Light","Guindy",7,89,12,"Severely Damaged"
585,Traffic Light,"Triplicane Traffic Light","Triplicane",25,80,60,"Operational"
586,Bridge,"Pallavaram Bridge","Pallavaram",87,37,520,"Under Repair"
587,Road,"Ambattur Road","Ambattur",67,26,533,"Severely Damaged"
588,Traffic Light,"Adyar Traffic Light","Adyar",86,79,235,"Operational"
589,Traffic Light,"Pallavaram Traffic Light","Pallavaram",54,14,562,"Faulty"
590,Street Light,"Thiruvanmiyur Street Light","Thiruvanmiyur",58,58,301,"Maintenance"
591,Traffic Light,"Adyar Traffic Light","Adyar",55,15,559,"Under Repair"
592,Road,"Alwarpet Road","Alwarpet",29,60,196,"Maintenance"
593,Road,"Mylapore Road","Mylapore",95,64,371,"Under Repair"
594,Pipeline,"Egmore Pipeline","Egmore",78,11,593,"Maintenance"
595,Street Light,"Kodambakkam Street Light","Kodambakkam",30,98,15,"Maintenance"
596,Road,"Ambattur Road","Ambattur",12,89,17,"Operational"
597,Pipeline,"Adyar Pipeline","Adyar",85,99,105,"Severely Damaged"
598,Drainage,"Egmore Drainage","Egmore",17,97,2,"Under Repair"
599,Pipeline,"Avadi Pipeline","Avadi",92,85,209,"Under Repair"
600,Pipeline,"Mylapore Pipeline","Mylapore",43,37,406,"Operational"
601,Drainage,"Porur Drainage","Porur",45,85,81,"Operational"
602,Traffic Light,"Triplicane Traffic Light","Triplicane",37,94,23,"Severely Damaged"
603,Road,"Chromepet Road","Chromepet",49,53,305,"Under Repair"
604,Drainage,"Kodambakkam Drainage","Kodambakkam",61,45,405,"Operational"
605,Pipeline,"Kilpauk Pipeline","Kilpauk",50,81,125,"Faulty"
606,Street Light,"Mogappair Street Light","Mogappair",28,73,116,"Faulty"
607,Pipeline,"Saidapet Pipeline","Saidapet",85,35,527,"Faulty"
608,Pipeline,"T Nagar Pipeline","T Nagar",16,10,493,"Operational"
609,Bridge,"Velachery Bridge","Velachery",91,73,295,"Under Repair"
610,Pipeline,"Porur Pipeline","Porur",93,24,582,"Severely Damaged"
611,Road,"Avadi Road","Avadi",36,65,186,"Faulty"
612,Road,"Nungambakkam Road","Nungambakkam",7,43,250,"Under Repair"
613,Drainage,"Anna Nagar Drainage","Anna Nagar",46,46,349,"Faulty"
614,Bridge,"Ambattur Bridge","Ambattur",28,14,500,"Operational"
615,Street Light,"Thiruvanmiyur Street Light","Thiruvanmiyur",53,53,318,"Severely Damaged"
616,Pipeline,"Nungambakkam Pipeline","Nungambakkam",40,37,397,"Faulty"
617,Road,"Egmore Road","Egmore",17,90,19,"Faulty"
618,Drainage,"Kilpauk Drainage","Kilpauk",68,95,79,"Under Repair"
619,Road,"Anna Nagar Road","Anna Nagar",60,42,425,"Operational"
620,Street Light,"Kolathur Street Light","Kolathur",40,44,342,"Maintenance"
621,Traffic Light,"Kolathur Traffic Light","Kolathur",8,41,267,"Faulty"
622,Pipeline,"Thiruvanmiyur Pipeline","Thiruvanmiyur",72,75,219,"Faulty"
623,Drainage,"Washermanpet Drainage","Washermanpet",26,68,145,"Faulty"
624,Pipeline,"Washermanpet Pipeline","Washermanpet",18,50,234,"Under Repair"
625,Drainage,"Triplicane Drainage","Triplicane",74,30,529,"Severely Damaged"
626,Traffic Light,"Tambaram Traffic Light","Tambaram",65,54,350,"Faulty"
627,Street Light,"Sholinganallur Street Light","Sholinganallur",97,26,581,"Operational"
628,Traffic Light,"Egmore Traffic Light","Egmore",75,25,556,"Maintenance"
629,Traffic Light,"Saidapet Traffic Light","Saidapet",87,62,358,"Severely Damaged"
630,Bridge,"Ambattur Bridge","Ambattur",32,53,258,"Maintenance"
631,Street Light,"Avadi Street Light","Avadi",1,78,24,"Severely Damaged"
632,Road,"Perungudi Road","Perungudi",32,72,133,"Maintenance"
633,Pipeline,"Avadi Pipeline","Avadi",55,70,203,"Under Repair"
634,Drainage,"Sholinganallur Drainage","Sholinganallur",9,54,183,"Severely Damaged"
635,Road,"Kodambakkam Road","Kodambakkam",60,48,379,"Severely Damaged"
636,Drainage,"Avadi Drainage","Avadi",15,91,16,"Operational"
637,Pipeline,"Ambattur Pipeline","Ambattur",73,26,545,"Severely Damaged"
638,Street Light,"Washermanpet Street Light","Washermanpet",18,10,499,"Maintenance"
639,Road,"T Nagar Road","T Nagar",44,87,65,"Maintenance"
640,Road,"Mogappair Road","Mogappair",40,59,238,"Under Repair"
641,Drainage,"Ambattur Drainage","Ambattur",47,54,297,"Under Repair"
642,Traffic Light,"Velachery Traffic Light","Velachery",83,72,278,"Operational"
643,Street Light,"Ambattur Street Light","Ambattur",6,19,423,"Maintenance"
644,Drainage,"Kodambakkam Drainage","Kodambakkam",20,28,402,"Maintenance"
645,Street Light,"Chromepet Street Light","Chromepet",8,32,332,"Maintenance"
646,Pipeline,"Egmore Pipeline","Egmore",100,68,355,"Under Repair"
647,Traffic Light,"Tondiarpet Traffic Light","Tondiarpet",100,76,302,"Faulty"
648,Bridge,"Besant Nagar Bridge","Besant Nagar",12,13,463,"Faulty"
649,Pipeline,"Kodambakkam Pipeline","Kodambakkam",53,81,134,"Maintenance"
650,Road,"Washermanpet Road","Washermanpet",60,55,324,"Faulty"
651,Road,"Pallavaram Road","Pallavaram",69,88,132,"Faulty"
652,Drainage,"Tambaram Drainage","Tambaram",68,52,374,"Maintenance"
653,Bridge,"Washermanpet Bridge","Washermanpet",95,41,515,"Severely Damaged"
654,Pipeline,"Mogappair Pipeline","Mogappair",86,99,108,"Faulty"
655,Road,"Pallavaram Road","Pallavaram",37,29,434,"Severely Damaged"
656,Drainage,"Mylapore Drainage","Mylapore",79,97,97,"Operational"
657,Street Light,"Saidapet Street Light","Saidapet",29,36,367,"Operational"
658,Drainage,"Sholinganallur Drainage","Sholinganallur",7,52,189,"Maintenance"
659,Bridge,"Tambaram Bridge","Tambaram",81,66,314,"Operational"
660,Street Light,"Anna Nagar Street Light","Anna Nagar",7,72,63,"Faulty"
661,Street Light,"Nungambakkam Street Light","Nungambakkam",61,58,308,"Under Repair"
662,Street Light,"Chromepet Street Light","Chromepet",13,66,118,"Faulty"
663,Bridge,"T Nagar Bridge","T Nagar",66,14,576,"Under Repair"
664,Drainage,"Triplicane Drainage","Triplicane",66,33,480,"Severely Damaged"
665,Traffic Light,"Tondiarpet Traffic Light","Tondiarpet",30,34,389,"Maintenance"
666,Drainage,"Nungambakkam Drainage","Nungambakkam",55,26,496,"Under Repair"
667,Bridge,"Guindy Bridge","Guindy",92,80,243,"Faulty"
668,Road,"Mylapore Road","Mylapore",60,24,530,"Faulty"
669,Pipeline,"Perambur Pipeline","Perambur",73,31,521,"Under Repair"
670,Drainage,"Anna Nagar Drainage","Anna Nagar",25,96,14,"Severely Damaged"
671,Drainage,"Nungambakkam Drainage","Nungambakkam",9,31,339,"Severely Damaged"
672,Bridge,"Mogappair Bridge","Mogappair",61,11,579,"Maintenance"
673,Traffic Light,"Thiruvanmiyur Traffic Light","Thiruvanmiyur",55,10,573,"Under Repair"
674,Drainage,"Mogappair Drainage","Mogappair",16,62,154,"Operational"
675,Pipeline,"Avadi Pipeline","Avadi",9,81,26,"Severely Damaged"
676,Traffic Light,"Alwarpet Traffic Light","Alwarpet",42,46,336,"Operational"
677,Road,"Tambaram Road","Tambaram",20,47,261,"Maintenance"
678,Road,"Mylapore Road","Mylapore",43,43,359,"Faulty"
679,Traffic Light,"Adyar Traffic Light","Adyar",51,98,28,"Severely Damaged"
680,Bridge,"Saidapet Bridge","Saidapet",79,63,327,"Maintenance"
681,Bridge,"Kolathur Bridge","Kolathur",60,32,471,"Operational"
682,Street Light,"Avadi Street Light","Avadi",74,54,380,"Operational"
683,Street Light,"Tambaram Street Light","Tambaram",80,82,194,"Faulty"
684,Road,"T Nagar Road","T Nagar",52,58,283,"Faulty"
685,Traffic Light,"Pallavaram Traffic Light","Pallavaram",53,27,483,"Operational"
686,Pipeline,"Perungudi Pipeline","Perungudi",86,100,96,"Under Repair"
687,Drainage,"Kodambakkam Drainage","Kodambakkam",63,15,570,"Severely Damaged"
688,Traffic Light,"Mogappair Traffic Light","Mogappair",91,87,191,"Faulty"
689,Pipeline,"Sholinganallur Pipeline","Sholinganallur",60,44,409,"Operational"
690,Road,"Pallavaram Road","Pallavaram",89,36,532,"Under Repair"
691,Road,"Avadi Road","Avadi",13,70,88,"Severely Damaged"
692,Bridge,"Nungambakkam Bridge","Nungambakkam",27,85,39,"Under Repair"
693,Street Light,"Guindy Street Light","Guindy",20,59,181,"Severely Damaged"
694,Bridge,"Chromepet Bridge","Chromepet",82,57,383,"Maintenance"
695,Drainage,"Medavakkam Drainage","Medavakkam",69,84,159,"Faulty"
696,Pipeline,"Sholinganallur Pipeline","Sholinganallur",39,21,484,"Severely Damaged"
697,Pipeline,"Egmore Pipeline","Egmore",82,62,343,"Faulty"
698,Bridge,"Ambattur Bridge","Ambattur",73,64,303,"Faulty"
699,Drainage,"Adyar Drainage","Adyar",100,51,460,"Maintenance"
700,Street Light,"Anna Nagar Street Light","Anna Nagar",21,96,9,"Severely Damaged"
